"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"299","Teenage Mutant Ninja Turtles: Tournament Fighters","NES","1992","Fighting","Konami Digital Entertainment",0.04,0.01,0.02,0,0.07
"300","Dragon Slayer: The Legend of Heroes","SNES","1992","Role-Playing","Epoch",0,0,0.07,0,0.07
"301","Syndicate","PC","1992","Strategy","Electronic Arts",0,0.05,0,0.01,0.06
"302","Teenage Mutant Ninja Turtles: Tournament Fighters","SNES","1992","Fighting","Konami Digital Entertainment",0,0,0.06,0,0.06
"303","Sonic the Hedgehog 2 (8-bit)","GG","1992","Platform","Sega",0,0,0.04,0,0.04
"304","Doom","PC","1992","Shooter","id Software",0.02,0,0,0,0.03
"305","Empire Deluxe","PC","1992","Strategy","New World Computing",0.01,0,0,0,0.01
"306","Super Mario All-Stars","SNES","1993","Platform","Nintendo",5.99,2.15,2.12,0.29,10.55
"307","Star Fox","SNES","1993","Shooter","Nintendo",1.61,0.51,0.8,0.07,2.99
"308","Super Street Fighter II","SNES","1993","Fighting","Nintendo",0.52,0.16,1.29,0.03,2
"309","Mortal Kombat II","SNES","1993","Fighting","Acclaim Entertainment",1.48,0.39,0,0.06,1.93
"310","Secret of Mana","SNES","1993","Role-Playing","SquareSoft",0.25,0.07,1.49,0.02,1.83
"311","Disney's Aladdin","SNES","1993","Platform","Capcom",0.94,0.34,0.21,0.27,1.75
"312","Kirby's Adventure","NES","1993","Platform","Nintendo",0.79,0.14,0.8,0.02,1.75
"313","Super Puyo Puyo","SNES","1993","Puzzle","Banpresto",0,0,1.69,0.01,1.7
"314","Sonic CD","SCD","1993","Platform","Sega",1,0.36,0.09,0.05,1.5
"315","Dragon Ball Z","SNES","1993","Fighting","Namco Bandai Games",0,0,1.45,0,1.45
"316","Dragon Ball Z: La Legende Saien","SNES","1993","Fighting","Namco Bandai Games",0,0,1.2,0,1.2
"317","Romancing SaGa 2","SNES","1993","Role-Playing","SquareSoft",0,0,1.17,0,1.17
"318","Mega Man X","SNES","1993","Platform","Capcom",0.57,0.08,0.5,0.01,1.16
"319","Dragon Quest I & II","SNES","1993","Role-Playing","Enix Corporation",0,0,1.15,0,1.15
"320","Final Fight 2","SNES","1993","Action","Capcom",0.39,0.12,0.49,0.02,1.02
"321","Tetris 2","NES","1993","Puzzle","Nintendo",0.62,0.13,0.21,0.02,0.98
"322","Capcom's Soccer Shootout","SNES","1993","Sports","Nintendo",0,0,0.8,0,0.8
"323","Torneko no Daibouken: Fushigi no Dungeon","SNES","1993","Role-Playing","ChunSoft",0,0,0.78,0,0.78
"324","Dragon Ball Z: Ultime Menace","SNES","1993","Fighting","Namco Bandai Games",0,0,0.73,0,0.73
"325","J-League Soccer: Prime Goal","SNES","1993","Sports","Namco Bandai Games",0,0,0.69,0,0.69
"326","Nobunaga no Yabou: Haouden","SNES","1993","Strategy","Tecmo Koei",0.3,0,0.32,0,0.62
"327","Mega Man X2","SNES","1993","Platform","Laguna",0.09,0.02,0.45,0,0.56
"328","Virtual Soccer","SNES","1993","Sports","Hudson Soft",0,0,0.53,0,0.53
"329","Winning Post","SNES","1993","Sports","Tecmo Koei",0,0,0.53,0,0.53
"330","Mega Man 6","NES","1993","Platform","Capcom",0.28,0.07,0.16,0.01,0.52
"331","Mario & Wario","SNES","1993","Puzzle","Nintendo",0,0,0.49,0,0.49
"332","Crayon Shin-Chan: Arashi o Yobu Enji","SNES","1993","Platform","Namco Bandai Games",0,0,0.46,0,0.46
"333","Fatal Fury 2","SNES","1993","Fighting","Takara",0,0,0.45,0,0.45
"334","Yuu Yuu Hakusho","SNES","1993","Fighting","Namco Bandai Games",0,0,0.36,0,0.36
"335","Jurassic Park","NES","1993","Action","Ocean",0.25,0.1,0,0.01,0.36
"336","Stunt Race FX","SNES","1993","Racing","Nintendo",0,0,0.35,0,0.35
"337","Shin Momotarou Densetsu","SNES","1993","Role-Playing","Hudson Soft",0,0,0.32,0,0.32
"338","Ganbare Goemon 2: Kiteretsu Shougun Magginesu","SNES","1993","Platform","Konami Digital Entertainment",0,0,0.31,0,0.31
"339","Bishoujo Senshi Sailormoon R","SNES","1993","Fighting","Namco Bandai Games",0,0,0.27,0,0.27
"340","Sailor Moon","SNES","1993","Action","Namco Bandai Games",0,0,0.22,0,0.22
"341","Jissen Pachi-Slot Hisshouhou","SNES","1993","Misc","Sammy Corporation",0,0,0.19,0,0.19
"342","Shining Force II","GEN","1993","Strategy","Sega",0,0,0.19,0,0.19
"343","Thoroughbred Breeder","SNES","1993","Simulation","Hect",0,0,0.19,0,0.19
"344","Mega Man Soccer","SNES","1993","Sports","Capcom",0.04,0.01,0.13,0,0.18
"345","Super Power League","SNES","1993","Sports","Hudson Soft",0,0,0.17,0,0.17
"346","Super Street Fighter II","GEN","1993","Fighting","Capcom",0,0,0.15,0,0.15
"347","The King of Fighters '94 (CD)","NG","1993","Fighting","SNK",0,0,0.14,0,0.14
"348","Illusion of Gaia","SNES","1993","Role-Playing","Nintendo",0,0,0.13,0,0.13
"349","Harukanaru Augusta 2: Masters","SNES","1993","Sports","T&E Soft",0,0,0.12,0,0.12
"350","Classic Road","SNES","1993","Sports","Victor Interactive",0,0,0.11,0,0.11
"351","Ranma 1/2: Akanekodan Teki Hihou","SNES","1993","Role-Playing","TOHO",0,0,0.11,0,0.11
"352","Lethal Enforcers","SNES","1993","Shooter","Konami Digital Entertainment",0,0,0.09,0,0.09
"353","Ecco: The Tides of Time","GEN","1993","Adventure","Sega",0,0,0.07,0,0.07
"354","Street Fighter II': Special Champion Edition (JP weekly sales)","GEN","1993","Action","Capcom",0,0,0.07,0,0.07
"355","Samurai Shodown","NG","1993","Fighting","SNK",0,0,0.07,0,0.07
"356","Ninja Warriors","SNES","1993","Action","Titus",0,0,0.07,0,0.07
"357","Streets of Rage 3","GEN","1993","Action","Sega",0,0,0.07,0,0.07
"358","Super Mahjong 2: Honkaku 4Jin Uchi","SNES","1993","Misc","Imax",0,0,0.06,0,0.06
"359","Pop'n TwinBee: Rainbow Bell Adventure","SNES","1993","Platform","Konami Digital Entertainment",0,0,0.06,0,0.06
"360","Doraemon 2: Nobita no Toizurando Daibouken","SNES","1993","Role-Playing","Epoch",0,0,0.05,0,0.05
"361","Dynamite Headdy","GEN","1993","Platform","Sega",0,0,0.05,0,0.05
"362","Pachinko Wars II","SNES","1993","Misc","Coconuts Japan",0,0,0.05,0,0.05
"363","Keiba Eight Special","SNES","1993","Sports","Misawa",0,0,0.05,0,0.05
"364","Beyond Oasis","GEN","1993","Role-Playing","Sega",0,0,0.05,0,0.05
"365","Rock N' Roll Racing","SNES","1993","Racing","Interplay",0,0,0.01,0,0.01
"366","Donkey Kong Country","SNES","1994","Platform","Nintendo",4.36,1.71,3,0.23,9.3
"367","Super Mario Land 3: Wario Land","GB","1994","Platform","Nintendo",2.49,0.98,1.57,0.15,5.19
"368","Donkey Kong Land","GB","1994","Platform","Nintendo",1.97,0.76,1.07,0.11,3.91
"369","Doom II: Hell on Earth","PC","1994","Shooter","Virgin Interactive",2.05,1.4,0,0.16,3.61
"370","Final Fantasy III","SNES","1994","Role-Playing","SquareSoft",0.86,0,2.55,0.02,3.42
"371","Donkey Kong","GB","1994","Platform","Nintendo",1.57,0.62,0.55,0.34,3.07
"372","Myst","PC","1994","Adventure","Red Orb",0.02,2.79,0,0,2.81
"373","Monopoly","PC","1994","Misc","Hasbro Interactive",1.49,0.81,0,0.1,2.39
"374","Warcraft: Orcs & Humans","PC","1994","Strategy","Activision",0.89,1.08,0,0.11,2.08
"375","Star Wars: Dark Forces","PC","1994","Shooter","LucasArts",1.09,0.77,0,0.09,1.95
"376","Sonic & Knuckles","GEN","1994","Platform","Sega",1.24,0.43,0.03,0.12,1.82
"377","Disney's The Lion King","SNES","1994","Platform","Virgin Interactive",1.26,0.39,0.08,0.06,1.79
"378","Sonic the Hedgehog 3","GEN","1994","Platform","Sega",1.02,0.47,0.2,0.07,1.76
"379","Mortal Kombat 3","SNES","1994","Fighting","Acclaim Entertainment",1.19,0.29,0,0.05,1.53
"380","Super Metroid","SNES","1994","Action","Nintendo",0.57,0.12,0.71,0.02,1.42
"381","Disney's The Lion King","GEN","1994","Platform","Virgin Interactive",0.97,0.37,0.03,0.05,1.41
"382","NBA Jam","SNES","1994","Sports","Acclaim Entertainment",1.19,0.16,0,0.03,1.39
"383","Mortal Kombat 3","GEN","1994","Fighting","Acclaim Entertainment",1.03,0.27,0,0.04,1.34
"384","Battle Arena Toshinden","PS","1994","Fighting","Sony Computer Entertainment",0.39,0.26,0.53,0.08,1.27
"385","NBA Jam Tournament Edition","GEN","1994","Sports","Acclaim Entertainment",0.95,0.14,0,0.03,1.11
"386","Virtua Fighter","SAT","1994","Fighting","Sega",0.17,0.12,0.77,0.02,1.07
"387","Super Momotarou Dentetsu III","SNES","1994","Simulation","Hudson Soft",0,0,0.91,0,0.91
"388","Derby Stallion II","SNES","1994","Sports","ASCII Entertainment",0,0,0.87,0,0.87
"389","Kamaitachi no Yoru","SNES","1994","Adventure","ChunSoft",0,0,0.81,0,0.81
"390","Super Bomberman 2","SNES","1994","Puzzle","Hudson Soft",0,0,0.81,0,0.81
"391","EarthBound","SNES","1994","Role-Playing","Nintendo",0,0,0.81,0,0.81
"392","Ridge Racer","PS","1994","Racing","Sony Computer Entertainment",0,0,0.74,0.05,0.79
"393","Doom","PS","1994","Shooter","Infogrames",0.43,0.3,0,0.05,0.78
"394","Super Bomberman 3","SNES","1994","Puzzle","Hudson Soft",0,0,0.7,0,0.7
"395","Fire Emblem: Monsh? no Nazo","SNES","1994","Role-Playing","Nintendo",0,0,0.7,0,0.7
"396","Kirby's Dream Course","SNES","1994","Sports","Nintendo",0,0,0.59,0,0.59
"397","Theme Park","PS","1994","Simulation","Electronic Arts",0.24,0.16,0.13,0.04,0.57
"398","Fatal Fury Special","SNES","1994","Fighting","Takara",0,0,0.56,0,0.56
"399","Daytona USA","SAT","1994","Racing","Sega",0,0,0.55,0,0.55
"400","Romance of the Three Kingdoms IV: Wall of Fire","SNES","1994","Strategy","Tecmo Koei",0,0,0.53,0,0.53
"401","J-League Soccer: Prime Goal 2","SNES","1994","Sports","Namco Bandai Games",0,0,0.53,0,0.53
"402","Space Invaders","SNES","1994","Shooter","Taito",0,0,0.46,0,0.46
"403","NHL FaceOff","PS","1994","Sports","Sony Computer Entertainment",0.25,0.17,0,0.03,0.45
"404","Wonder Project J: Kikai no Shonen Pino","SNES","1994","Simulation","Enix Corporation",0,0,0.43,0,0.43
"405","Jikkyou Powerful Pro Yakuu '94","SNES","1994","Sports","Konami Digital Entertainment",0,0,0.41,0,0.41
"406","Samurai Shodown","SNES","1994","Fighting","Takara",0,0,0.4,0,0.4
"407","Super Famista 3","SNES","1994","Sports","Namco Bandai Games",0,0,0.39,0,0.39
"408","ESPN Extreme Games","PS","1994","Sports","Sony Computer Entertainment",0.11,0.08,0.17,0.03,0.38
"409","Kileak: The DNA Imperative","PS","1994","Shooter","Sony Computer Entertainment",0.08,0.06,0.21,0.02,0.37
"410","Super Formation Soccer 94","SNES","1994","Sports","Human Entertainment",0,0,0.37,0,0.37
"411","Super Robot Taisen EX","SNES","1994","Strategy","Banpresto",0,0,0.37,0,0.37
"412","Shin Megami Tensei II","SNES","1994","Role-Playing","Atlus",0,0,0.37,0,0.37
"413","Zero4 Champ RR","SNES","1994","Sports","Media Rings",0,0,0.36,0,0.36
"414","Super Fire ProWrestling Special","SNES","1994","Fighting","Human Entertainment",0,0,0.36,0,0.36
"415","Breath of Fire II","SNES","1994","Role-Playing","Laguna",0,0,0.36,0,0.36
"416","Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame","SNES","1994","Platform","Konami Digital Entertainment",0,0,0.36,0,0.36
"417","Super Power League 2","SNES","1994","Sports","Hudson Soft",0,0,0.33,0,0.33
"418","Parodius","PS","1994","Shooter","Konami Digital Entertainment",0,0,0.31,0.02,0.33
"419","Live A Live","SNES","1994","Role-Playing","SquareSoft",0,0,0.32,0,0.32
"420","Yuu Yuu Hakusho 2: Kakutou no Sho","SNES","1994","Fighting","Namco Bandai Games",0,0,0.31,0,0.31
"421","Decathlete","SAT","1994","Sports","Sega",0,0,0.3,0,0.3
"422","Daikaijyuu Monogatari","SNES","1994","Role-Playing","Hudson Soft",0,0,0.3,0,0.3
"423","Itadaki Street 2: Neon Sign wa Bara Iro ni","SNES","1994","Misc","Enix Corporation",0,0,0.29,0,0.29
"424","International Superstar Soccer","SNES","1994","Sports","Konami Digital Entertainment",0,0,0.28,0,0.28
"425","SimCity 2000","SAT","1994","Simulation","Sega",0,0,0.28,0,0.28
"426","Slam Dunk: Yonkyo Taiketsu!!","SNES","1994","Sports","Namco Bandai Games",0,0,0.27,0,0.27
"427","Thoroughbred Breeder II","SNES","1994","Simulation","Hect",0,0,0.27,0,0.27
"428","Virtua Racing","GEN","1994","Racing","Sega",0,0,0.26,0,0.26
"429","Galactic Attack","SAT","1994","Shooter","Acclaim Entertainment",0,0,0.25,0,0.25
"430","A. IV Evolution: A Ressha de Ikou 4","PS","1994","Strategy","ArtDink",0,0,0.24,0.02,0.25
"431","Samurai Shodown II","NG","1994","Fighting","SNK",0,0,0.25,0,0.25
"432","The King of Fighters '95 (CD)","NG","1994","Fighting","SNK",0,0,0.23,0,0.23
"433","Drift King Shutokou Battle '94","SNES","1994","Racing","BPS",0,0,0.2,0,0.2
"434","Samurai Spirits (CD)","NG","1994","Fighting","SNK",0,0,0.2,0,0.2
"435","Wing Arms","SAT","1994","Shooter","Sega",0,0,0.2,0,0.2
"436","ThunderStrike 2","PS","1994","Simulation","Core Design Ltd.",0.1,0.07,0,0.01,0.19
"437","SD Gundam GX","SNES","1994","Strategy","Namco Bandai Games",0,0,0.19,0,0.19
"438","Gokujou Parodius","SNES","1994","Shooter","Konami Digital Entertainment",0,0,0.18,0,0.18
"439","F1 Challenge","SAT","1994","Racing","Sega",0,0,0.18,0,0.18
"440","Saturday Night Slam Masters","SNES","1994","Fighting","Capcom",0,0,0.16,0,0.16
"441","Lunar 2: Eternal Blue(sales, but wrong system)","GEN","1994","Role-Playing","Game Arts",0,0,0.14,0,0.14
"442","Shining Force CD","SCD","1994","Strategy","Sega",0,0,0.14,0,0.14
"443","The King of Fighters '94","NG","1994","Fighting","SNK",0,0,0.12,0,0.12
"444","Slayers","SNES","1994","Role-Playing","Banpresto",0,0,0.12,0,0.12
"445","Battle Arena Toshinden Remix","SAT","1994","Fighting","Sega",0,0,0.12,0,0.12
"446","Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen","SNES","1994","Fighting","Angel Studios",0,0,0.12,0,0.12
"447","Center Ring Boxing","SAT","1994","Fighting","JVC",0,0,0.12,0,0.12
"448","Primal Rage","PS","1994","Fighting","Time Warner Interactive",0.06,0.04,0,0.01,0.11
"449","Jikkyou Powerful Pro Yakyuu '95","PS","1994","Sports","Konami Digital Entertainment",0,0,0.11,0.01,0.11
"450","Final Fantasy I & II","NES","1994","Role-Playing","Square",0,0,0.11,0,0.11
"451","Jupiter Strike","PS","1994","Shooter","Acclaim Entertainment",0.06,0.04,0,0.01,0.11
"452","Crime Crackers","PS","1994","Role-Playing","Sony Computer Entertainment",0,0,0.09,0.01,0.1
"453","Clockwork Knight","SAT","1994","Platform","Sega",0,0,0.09,0,0.09
"454","Theme Park","SAT","1994","Simulation","Electronic Arts",0,0,0.08,0,0.08
"455","King's Field (Japan)","PS","1994","Role-Playing","From Software",0,0,0.08,0.01,0.08
"456","Yuu Yuu Hakusho: Makyo Toitsusen","GEN","1994","Fighting","Sega",0,0,0.08,0,0.08
"457","Dragon Slayer: The Legend of Heroes","GEN","1994","Role-Playing","Sega",0,0,0.08,0,0.08
"458","Majin Tensei","SNES","1994","Role-Playing","Atlus",0,0,0.08,0,0.08
"459","Gale Racer","SAT","1994","Racing","Sega",0,0,0.07,0,0.07
"460","Formula One World Championship: Beyond the Limit","SCD","1994","Racing","Sega",0,0,0.07,0,0.07
"461","Derby Jockey: Kishou e no Michi","SNES","1994","Sports","Asmik Corp",0,0,0.07,0,0.07
"462","Kenyuu Densetsu Yaiba","SNES","1994","Action","Banpresto",0,0,0.07,0,0.07
"463","Motor Toon Grand Prix (Japan)","PS","1994","Racing","Sony Computer Entertainment",0,0,0.06,0,0.07
"464","Discworld","PS","1994","Adventure","Psygnosis",0.04,0.02,0,0,0.06
"465","Robotica","SAT","1994","Shooter","Sega",0,0,0.06,0,0.06
"466","Worldwide Soccer","SAT","1994","Sports","Sega",0,0,0.06,0,0.06
"467","Record of Lodoss War: Eiyuu Sensou","SCD","1994","Role-Playing","Sega",0,0,0.06,0,0.06
"468","Myst","SAT","1994","Adventure","Sunsoft",0,0,0.06,0,0.06
"469","Game no Kanzume Vol 2","SCD","1994","Misc","Sega",0,0,0.05,0,0.05
"470","Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu","SNES","1994","Misc","Vap",0,0,0.05,0,0.05
"471","Golden Axe: The Duel","SAT","1994","Fighting","Sega",0,0,0.05,0,0.05
"472","Game no Kanzume Vol 1","SCD","1994","Misc","Sega",0,0,0.04,0,0.05
"473","World Series Baseball","SAT","1994","Sports","Sega",0,0,0.04,0,0.04
"474","Galaxy Fight","SAT","1994","Fighting","Sunsoft",0,0,0.04,0,0.04
"475","J-League Pro Striker 2","GEN","1994","Sports","Sega",0,0,0.04,0,0.04
"476","Castlevania Bloodlines","GEN","1994","Platform","Konami Digital Entertainment",0,0,0.04,0,0.04
"477","First Queen: Ornic Senki","SNES","1994","Role-Playing","Culture Brain",0,0,0.03,0,0.03
"478","Gaia Saver Hero Saidai no Sakusen","SNES","1994","Role-Playing","Banpresto",0,0,0.03,0,0.03
"479","Puzzle & Action: Tant-R","GEN","1994","Misc","Sega",0,0,0.03,0,0.03
"480","Kidou Senshi V Gundam","SNES","1994","Action","Namco Bandai Games",0,0,0.03,0,0.03
"481","The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES","1994","Action","Banpresto",0,0,0.03,0,0.03
"482","Bust-A-Move","3DO","1994","Puzzle","Micro Cabin",0,0,0.02,0,0.02
"483","Sugoi Hebereke","SNES","1994","Fighting","Sunsoft",0,0,0.02,0,0.02
"484","Pebble Beach Golf Links","SAT","1994","Sports","Sega",0,0,0.02,0,0.02
"485","World Class Rugby 2: Kokunai Gekitou Hen '93","SNES","1994","Sports","Misawa",0,0,0.02,0,0.02
"486","Mortal Kombat","PC","1994","Fighting","Acclaim Entertainment",0.01,0,0,0,0.01
"487","Donkey Kong Country 2: Diddy's Kong Quest","SNES","1995","Platform","Nintendo",2.1,0.74,2.2,0.11,5.15
"488","Warcraft II: Tides of Darkness","PC","1995","Strategy","Activision",1.7,2.27,0,0.23,4.21
"489","Super Mario World 2: Yoshi's Island","SNES","1995","Platform","Nintendo",1.65,0.61,1.76,0.09,4.12
"490","Namco Museum Vol.1","PS","1995","Misc","Sony Computer Entertainment",2.12,1.44,0.22,0.06,3.84
"491","Tekken","PS","1995","Fighting","Sony Computer Entertainment",0.95,1.3,0.77,0.22,3.24
"492","Killer Instinct","SNES","1995","Fighting","Nintendo",2.26,0.72,0.12,0.1,3.2
"493","Dragon Quest VI: Maboroshi no Daichi","SNES","1995","Role-Playing","Enix Corporation",0,0,3.19,0,3.19
"494","Rayman","PS","1995","Platform","Ubisoft",1.54,1.33,0,0.16,3.03
"495","Kirby's Dream Land 2","GB","1995","Platform","Nintendo",0.69,0.14,1.48,0.05,2.36
"496","Chrono Trigger","SNES","1995","Role-Playing","SquareSoft",0.28,0,2.02,0.01,2.31
"497","Virtua Fighter 2","SAT","1995","Fighting","Sega",0.34,0.26,1.3,0.03,1.93
"498","Air Combat","PS","1995","Simulation","Sony Computer Entertainment",0.92,0.33,0.52,0.05,1.83
"499","Twisted Metal","PS","1995","Action","Sony Computer Entertainment",1.32,0.19,0,0.05,1.56
"500","Romancing SaGa 3","SNES","1995","Role-Playing","SquareSoft",0,0,1.29,0.01,1.3
"501","Road Rash","PS","1995","Racing","Electronic Arts",0.71,0.48,0,0.08,1.27
"502","Sega Rally Championship","SAT","1995","Racing","Sega",0.21,0.16,0.77,0.02,1.16
"503","Derby Stallion III","SNES","1995","Sports","ASCII Entertainment",0,0,1.15,0,1.15
"504","Arc the Lad","PS","1995","Role-Playing","Sony Computer Entertainment",0,0,1.1,0.01,1.11
"505","Ridge Racer Revolution","PS","1995","Racing","Sony Computer Entertainment",0.17,0.12,0.71,0.07,1.07
"506","NBA Jam Tournament Edition","SNES","1995","Sports","Acclaim Entertainment",0.87,0.12,0,0.02,1.01
"507","Road & Track Presents: The Need for Speed","PS","1995","Racing","Electronic Arts",0.56,0.38,0,0.07,1
"508","Destruction Derby","PS","1995","Racing","Psygnosis",0.5,0.34,0,0.06,0.9
"509","Seiken Densetsu 3","SNES","1995","Role-Playing","SquareSoft",0,0,0.89,0,0.89
"510","Gex","PS","1995","Platform","Crystal Dynamics",0.49,0.33,0,0.06,0.87
"511","NFL GameDay","PS","1995","Sports","Sony Computer Entertainment",0.47,0.32,0,0.06,0.85
"512","Street Fighter Alpha: Warriors' Dreams","PS","1995","Fighting","Virgin Interactive",0.17,0.11,0.43,0.05,0.76
"513","Tactics Ogre: Let Us Cling Together","SNES","1995","Role-Playing","Quest",0,0,0.71,0,0.71
"514","Battle Arena Toshinden 2","PS","1995","Fighting","Sony Computer Entertainment",0.15,0.1,0.41,0.05,0.71
"515","Virtua Cop","SAT","1995","Shooter","Sega",0,0,0.62,0,0.62
"516","Mario's Picross","GB","1995","Puzzle","Nintendo",0,0,0.62,0,0.62
"517","Suikoden","PS","1995","Role-Playing","Konami Digital Entertainment",0.21,0.14,0.21,0.04,0.6
"518","Front Mission","SNES","1995","Strategy","SquareSoft",0,0,0.6,0,0.6
"519","Tokimeki Memorial: Forever with You","PS","1995","Simulation","Konami Digital Entertainment",0,0,0.55,0.04,0.58
"520","Beyond The Beyond","PS","1995","Role-Playing","Sony Computer Entertainment",0.11,0.08,0.35,0.04,0.57
"521","Mortal Kombat 3","PS","1995","Fighting","Sony Computer Entertainment",0.29,0.2,0.02,0.04,0.55
"522","Bases Loaded '96: Double Header","PS","1995","Sports","Jaleco",0.28,0.19,0,0.03,0.5
"523","SimCity 2000","SNES","1995","Simulation","THQ",0,0,0.49,0,0.49
"524","Super Puyo Puyo 2","SNES","1995","Puzzle","Compile",0,0,0.47,0,0.47
"525","WipEout","PS","1995","Action","Psygnosis",0.26,0.18,0,0.03,0.47
"526","Super Momotarou Dentetsu DX","SNES","1995","Misc","Hudson Soft",0,0,0.47,0,0.47
"527","Warhawk","PS","1995","Simulation","Sony Computer Entertainment",0.25,0.17,0,0.03,0.46
"528","J-League Excite Stage '95","SNES","1995","Sports","Epoch",0,0,0.45,0,0.45
"529","Persona","PS","1995","Role-Playing","Atlus",0,0,0.42,0.03,0.45
